gene_id,gene_symbol,gene_biotype,chr,start,end,strand,Sample1_dedup,Sample2_dedup,Sample3_dedup,Sample4_dedup,Sample5_dedup,Sample6_dedup,Sample7_dedup,Sample8_dedup,Sample9_dedup,Sample10_dedup
ENSG00000299539,Tubb6,lncRNA,1,5897461,5902448,+,3226,3263,3981,5766,3687,6102,1719,1974,2698,3066
ENSG00000069424,Def8,protein_coding,1,5990927,6101193,+,538,715,646,1230,897,1689,491,550,650,605
ENSG00000204859,Meox1,protein_coding,1,6579994,6589280,+,131,158,132,316,237,548,75,88,202,138
ENSG00000162408,Pax9,protein_coding,1,6521347,6554536,-,1,15,6,22,9,15,19,17,1,11
ENSG00000253022,Irx2,snRNA,1,6540854,6540964,+,3,1,1,1,9,50,5,1,8,4
ENSG00000173662,Col1a1,protein_coding,1,6555307,6579755,+,17184,31436,15818,37352,21188,68022,2687,3064,18154,16125
ENSG00000229519,Itga3,processed_pseudogene,1,6547905,6548619,+,1454,4336,3020,5014,2889,6899,2399,3006,2097,2703
ENSG00000069812,Sgca,protein_coding,1,6412418,6424690,-,8,1,3,8,5,18,8,8,3,11
ENSG00000187017,Dlx3,protein_coding,1,6424776,6461367,+,667,738,576,662,909,525,61,93,409,118
ENSG00000265392,Foxm1,miRNA,1,6429834,6429896,-,431,932,534,1323,994,1540,1157,1625,517,617
ENSG00000215788,Itfg2,protein_coding,1,6460786,6466181,-,366,429,519,758,521,1044,738,734,369,433
ENSG00000171680,Nrip2,protein_coding,1,6467122,6520074,-,27,29,13,49,40,80,30,37,22,16
ENSG00000297749,Tulp3,lncRNA,1,6485037,6487704,+,520,633,674,1206,908,1441,296,352,554,470
ENSG00000299237,Gtf2h4,lncRNA,1,6490640,6494731,+,497,431,488,605,407,1048,628,740,392,587
ENSG00000299253,Tubb5,lncRNA,1,6490905,6493396,+,23873,21845,23143,33156,22088,52529,29612,31092,22479,25920
ENSG00000231868,Ell2,lncRNA,1,6443034,6447006,-,529,964,887,1139,951,1720,482,536,691,704
ENSG00000116254,Jup,protein_coding,1,6101787,6180321,-,7229,13161,11449,16153,11363,24822,7171,8890,9372,9062
ENSG00000285629,Fkbp10,protein_coding,1,6159430,6197757,-,529,725,524,940,714,1854,165,203,587,452
ENSG00000116251,Klhl10,protein_coding,1,6185020,6209389,-,7,1,1,7,5,16,1,1,6,3
ENSG00000226944,Mnx1,lncRNA,1,6204835,6206041,-,7,23,25,59,127,97,10,19,29,35
ENSG00000158286,Nom1,protein_coding,1,6205392,6221299,+,691,943,905,1346,1102,1787,1213,1379,837,807
ENSG00000116237,Ergic1,protein_coding,1,6221193,6235972,-,1846,2841,2373,4550,2884,7011,2417,2861,2268,2915
ENSG00000225077,Tnk1,lncRNA,1,6234692,6239448,+,305,823,775,1319,687,1416,657,793,464,581
ENSG00000173673,Acap1,protein_coding,1,6244179,6245578,+,83,140,105,402,141,231,36,47,88,106
ENSG00000158292,Tcea3,protein_coding,1,6247347,6261098,-,59,44,53,113,21,139,113,108,35,254
ENSG00000097021,Csn3,protein_coding,1,6264268,6393767,-,1,1,1,0,1,12,7,1,0,0
ENSG00000271746,Ifrd1,lncRNA,1,6393555,6394391,+,693,512,1467,842,716,1541,1454,1459,632,1041
ENSG00000162413,Stk38l,protein_coding,1,6590724,6614607,-,1121,1894,1661,3103,2546,3594,1105,1341,1516,1410
ENSG00000295286,Brpf1,lncRNA,1,6598943,6600379,+,753,1237,1061,2115,1403,2431,1174,1416,818,957
ENSG00000116273,Akr1b3,protein_coding,1,6613731,6624030,+,1244,1153,1319,2188,1295,3677,1568,1724,1183,1489
ENSG00000041988,Hoxc8,protein_coding,1,6624845,6635586,+,1,0,1,4,1,15,7,5,0,4
ENSG00000007923,Hoxc6,protein_coding,1,6634168,6701924,-,0,0,0,0,1,8,6,6,0,0
ENSG00000304810,Gstt1,lncRNA,1,6612997,6613159,-,119,113,113,214,102,362,91,63,87,184
ENSG00000237436,Gstt3,lncRNA,1,6783892,6784843,-,190,228,193,246,212,552,362,403,145,336
ENSG00000049249,Ddt,protein_coding,1,7915871,7943165,-,314,149,258,182,183,362,223,148,175,213
ENSG00000270330,Tat,processed_pseudogene,1,7942372,7942726,+,79,356,135,363,44,139,176,182,56,209
ENSG00000116288,Marveld3,protein_coding,1,7954264,7985505,+,1230,1686,1596,2491,1876,2686,1174,1441,1186,1357
ENSG00000200344,Ddx18,misc_RNA,1,7982881,7982983,-,1572,1473,1427,2071,1437,3369,1630,1917,1273,1303
ENSG00000284716,Ubl3,lncRNA,1,7998187,7999934,-,1269,1512,1714,2500,1731,4102,1688,1924,1612,1546
ENSG00000284747,Gramd3,lncRNA,1,7991134,8005312,+,653,751,738,1183,541,2348,952,1054,683,1145
ENSG00000116285,Eef1e1,protein_coding,1,8004404,8026312,-,626,576,961,1057,706,1955,1051,1117,736,877
ENSG00000238290,Akt1,lncRNA,1,8026413,8187014,+,4726,6817,6785,11038,7336,15503,7674,9578,5983,6609
ENSG00000232848,Cldn15,processed_pseudogene,1,8057245,8058463,-,146,249,137,311,63,270,296,334,91,371
ENSG00000301325,Il16,lncRNA,1,8093486,8113404,-,111,124,81,220,105,278,20,24,96,95
ENSG00000227634,Tcirg1,lncRNA,1,8158695,8215242,+,1266,2505,1843,4145,2612,4276,1312,1554,1561,1665
ENSG00000229305,Naglu,processed_pseudogene,1,8189824,8192770,+,509,799,631,1333,875,1874,390,481,634,568
ENSG00000301344,Coasy,lncRNA,1,8197389,8203165,-,661,898,778,1398,1000,2226,880,991,682,816
ENSG00000200975,Smo,snRNA,1,8206434,8206597,-,707,1153,932,2324,1669,3019,997,1379,1097,985
ENSG00000299004,Tspan33,lncRNA,1,7960536,7961526,-,84,64,55,162,74,141,274,318,65,187
ENSG00000142599,Crnkl1,protein_coding,1,8352397,8848921,-,784,1017,868,1508,1056,2109,820,959,864,824
ENSG00000232912,Rin2,lncRNA,1,8424645,8435013,+,2484,3662,3289,5209,4016,8038,2024,2147,2656,2602
ENSG00000221083,Folh1,snoRNA,1,8511795,8511919,-,0,0,0,0,0,1,4,0,0,0
ENSG00000270282,Chordc1,processed_pseudogene,1,8512653,8513021,+,1147,1919,1404,2621,2132,4476,946,1037,1418,1342
ENSG00000303676,Rtcb,lncRNA,1,8789577,8790281,+,2622,3249,3440,5087,3341,9502,3897,4255,3183,3565
ENSG00000222511,Pwp1,misc_RNA,1,8796571,8796673,-,613,902,829,1246,851,2073,1229,1363,745,737
ENSG00000226545,Fbxo7,unprocessed_pseudogene,1,8798475,8799506,+,346,319,370,490,344,946,410,410,314,360
ENSG00000228423,Capns1,lncRNA,1,8805860,8807051,-,8378,8811,10850,12487,8350,20886,6578,6979,7716,9656
ENSG00000229716,Lrp3,processed_pseudogene,1,8831007,8831375,+,69,171,85,263,181,370,27,48,67,83
ENSG00000234619,Dsg4,processed_pseudogene,1,8750430,8751087,+,3,217,22,100,218,82,9,11,33,5
ENSG00000224315,Evx2,processed_pseudogene,1,8786211,8786913,-,31,1,59,10,61,282,151,198,99,7
ENSG00000310107,Hoxd13,lncRNA,1,8893871,8926885,-,572,1,1067,147,681,3899,2829,3316,1378,138
ENSG00000232663,Hoxd12,processed_pseudogene,1,8909742,8909904,+,0,0,0,1,1,1,310,333,67,1
ENSG00000310124,Folr1,lncRNA,1,8923155,8939708,+,3,4,0,0,6,15,7,12,1,4
ENSG00000131686,Clpb,protein_coding,1,8945867,8975092,+,693,883,782,1220,864,2040,704,808,658,807
ENSG00000290109,Sep-07,lncRNA,1,8970490,8971246,-,2566,2884,2991,4395,3412,6943,2165,2517,2854,2518
ENSG00000238249,Zdhhc4,processed_pseudogene,1,8893409,8894151,+,603,496,660,823,562,1254,776,792,544,646
ENSG00000232208,Rac1,transcribed_processed_pseudogene,1,8907393,8907744,-,4594,7847,6913,9795,6854,16589,5885,6826,6477,6551
ENSG00000171735,Nup214,protein_coding,1,6785454,7769706,+,374,1039,577,1374,1066,1916,678,912,699,433
ENSG00000227950,Aif1l,processed_pseudogene,1,6834333,6834618,-,929,554,953,1307,1041,1957,181,203,792,636
ENSG00000237365,Cpa3,lncRNA,1,7008376,7014279,-,130,103,49,138,169,361,15,20,39,61
ENSG00000207056,Ltbp1,snRNA,1,7219360,7219524,+,1282,1581,1185,2522,1612,3400,226,283,1279,746
ENSG00000310450,Ugp2,lncRNA,1,7237660,7240057,-,1444,1870,1555,2028,1604,3362,1595,1782,1408,1509
ENSG00000237402,Kcnh6,lncRNA,1,7312886,7370277,+,10,23,24,45,50,51,27,21,16,29
ENSG00000237728,Trmt1,lncRNA,1,7379384,7389915,-,1040,1398,1465,2154,1477,3734,1462,1708,1012,1379
ENSG00000294314,Nacc1,lncRNA,1,7390031,7411735,+,2009,4408,3222,5947,4148,7206,2846,3842,2991,2938
ENSG00000225126,Nfix,lncRNA,1,7440491,7441612,-,3113,3529,2776,5659,3304,6512,1554,2074,3085,2764
ENSG00000298973,Slc1a5,lncRNA,1,7507509,7509131,-,2505,3231,3610,5134,3754,6944,3862,4471,2467,3126
ENSG00000306883,Uba1,lncRNA,1,7557505,7558106,-,9010,12678,10296,16328,10675,23472,7635,8952,8447,8492
ENSG00000302704,Vwf,lncRNA,1,7583643,7588823,+,339,926,504,1462,1296,4011,305,348,540,488
ENSG00000270171,Siae,lncRNA,1,7693124,7694844,-,297,390,278,614,413,941,207,293,286,294
ENSG00000270035,Vsig2,lncRNA,1,7698303,7698872,-,37,44,29,67,41,143,92,123,27,107
ENSG00000300603,Esam,lncRNA,1,7769955,7771187,-,250,394,319,607,510,1735,218,197,348,321
ENSG00000049246,Spa17,protein_coding,1,7784291,7845181,+,113,35,49,69,30,136,60,55,54,60
ENSG00000236266,Fam50a,lncRNA,1,7788351,7827342,-,922,854,1116,1249,931,2197,773,794,795,957
ENSG00000049247,Emd,protein_coding,1,7843083,7853512,-,1096,1072,1624,1948,1135,3399,1610,1709,1179,1449
ENSG00000269978,Taco1,lncRNA,1,7700704,7702528,-,79,245,167,393,262,610,214,276,164,177
ENSG00000049245,Grik3,protein_coding,1,7771296,7781432,+,3,6,0,9,4,9,0,6,9,6
ENSG00000269925,Gria3,lncRNA,1,7776383,7776775,+,44,59,33,92,69,255,8,9,38,29
ENSG00000074800,Npas1,protein_coding,1,8860977,8879289,-,7,29,10,42,32,42,38,37,7,9
ENSG00000230679,Sipa1l2,lncRNA,1,8878464,8880122,+,511,1053,709,1511,1297,2421,664,986,783,607
ENSG00000274258,Ap4e1,miRNA,1,8866502,8866590,-,134,344,116,384,389,440,149,248,158,89
ENSG00000049239,Blvra,protein_coding,1,9234774,9271337,+,592,358,596,735,548,1251,638,674,488,596
ENSG00000302217,Pdzd4,lncRNA,1,9241960,9242715,-,56,88,65,132,124,240,51,49,91,51
ENSG00000171621,Srpk3,protein_coding,1,9292101,9369532,+,24,30,20,43,68,43,7,7,33,14
ENSG00000294252,Idh3g,lncRNA,1,9321174,9334689,-,2435,2207,3080,3520,2479,6135,3421,3560,2110,2983
ENSG00000296073,Pnck,lncRNA,1,9370608,9373541,+,36,29,28,46,48,84,17,23,19,34
ENSG00000296056,Ssr4,lncRNA,1,9371972,9375157,-,3571,1599,3365,3076,2207,5715,3910,3987,2191,3517
ENSG00000142583,Bcap31,protein_coding,1,9035106,9088478,-,3284,3348,3444,4859,3230,9387,2706,2985,2938,3666
ENSG00000252404,Fam98a,scaRNA,1,9082696,9082879,+,837,1213,938,1694,1224,2232,1297,1442,1022,926
ENSG00000180758,Ltbp2,protein_coding,1,9100305,9129122,-,331,809,690,2237,336,3951,36,22,662,680
ENSG00000228526,Kmt2a,lncRNA,1,9139555,9202826,-,1346,1640,870,2241,2138,2693,950,1203,953,933
ENSG00000284357,Ift46,miRNA,1,9151668,9151777,-,865,797,877,1067,853,2007,584,703,742,767
ENSG00000289914,Tmem25,lncRNA,1,9162321,9162945,-,28,36,22,35,38,60,34,54,14,26
ENSG00000302015,Cd3g,lncRNA,1,9163078,9163571,+,83,81,70,184,59,187,7,16,116,78
ENSG00000234546,Trappc6a,lncRNA,1,9181588,9198023,+,1251,610,1013,1182,898,1734,725,796,856,1145
ENSG00000301983,Supt6,lncRNA,1,9197190,9198761,+,1209,2882,2167,4312,2993,5962,1880,2526,1833,1742
ENSG00000301968,Spag5,lncRNA,1,9200784,9203619,+,529,510,537,987,845,1094,997,1180,576,520
ENSG00000284693,Foxn1,lncRNA,1,9425094,9455910,-,29,74,30,32,27,127,68,65,39,26
ENSG00000252956,Unc119,rRNA_pseudogene,1,9437669,9437778,-,428,368,487,563,440,760,343,310,414,515
ENSG00000301013,Rab34,lncRNA,1,9438728,9445143,+,413,428,463,559,550,970,169,189,306,357
ENSG00000301030,Sdf2,lncRNA,1,9448629,9449491,+,1288,825,1440,1481,1086,3321,878,871,883,1318
ENSG00000171612,Ccne1,protein_coding,1,9539465,9585173,+,515,418,396,899,445,794,710,815,314,464
ENSG00000188807,Hsf2bp,protein_coding,1,9588721,9614877,+,34,42,34,37,23,87,116,108,42,43
ENSG00000307011,Bbc3,lncRNA,1,9628393,9629425,-,243,370,309,579,516,610,136,169,303,266
ENSG00000171608,Mybpc3,protein_coding,1,9629889,9730117,+,4,6,5,5,5,17,9,8,0,3
ENSG00000179840,Psmc3,lncRNA,1,9652610,9654586,-,4403,3582,4707,5873,3898,9010,4799,5146,3847,3874
ENSG00000233268,Acp2,processed_pseudogene,1,9660828,9662626,-,1196,1262,847,1654,1222,2411,639,741,861,716
ENSG00000231789,Rapsn,lncRNA,1,9672405,9687604,-,38,36,30,57,45,101,18,20,40,22
ENSG00000301080,Slc39a13,lncRNA,1,9672405,9687565,+,497,632,584,922,726,1314,239,265,385,399
ENSG00000171603,Celf2,protein_coding,1,9728926,9823993,-,708,413,407,728,575,876,115,127,409,297
ENSG00000271264,Nr1h3,processed_pseudogene,1,9780822,9781240,+,238,258,208,402,282,693,153,145,234,223
ENSG00000280113,Ddb2,TEC,1,9826289,9828271,-,54,133,87,196,185,260,203,246,56,77
ENSG00000231181,Spi1,processed_pseudogene,1,9576427,9576985,+,672,564,697,1604,568,1384,149,155,746,858
ENSG00000130939,Sf3a1,protein_coding,1,10032832,10181244,+,1272,2913,2227,4268,2699,6292,2489,2929,1922,2266
ENSG00000224340,Stat6,processed_pseudogene,1,10054445,10054781,-,1388,2679,2172,3667,2519,5570,1728,2148,1913,1667
ENSG00000233623,Clgn,processed_pseudogene,1,10058671,10059648,+,19,14,10,24,12,11,4,8,14,1
ENSG00000201746,Napsa,snRNA,1,10163268,10163374,+,70,50,86,165,61,147,24,34,102,98
ENSG00000178585,Vrk3,protein_coding,1,9848269,9910368,-,791,958,823,1210,829,2104,682,817,712,911
ENSG00000223989,Smg9,lncRNA,1,9848318,9850154,+,659,860,883,1162,884,1814,975,1148,649,757
ENSG00000285701,Paxip1,lncRNA,1,9900614,9908034,+,514,961,735,1723,1017,1950,1308,1700,672,702
ENSG00000228150,Rmnd5a,lncRNA,1,9909408,9949974,+,1661,2918,1801,3794,3401,5304,1316,1526,2063,1583
ENSG00000162441,Mov10,protein_coding,1,9922113,9943407,-,492,848,645,1372,751,1495,248,255,759,679
ENSG00000173614,Ppm1j,protein_coding,1,9943428,9985501,+,121,285,212,257,113,462,95,96,115,279
ENSG00000202415,Rhoc,misc_RNA,1,9947318,9947636,+,3631,3611,4983,5147,3107,8820,1232,1360,3680,4746
ENSG00000283611,Tead3,unitary_pseudogene,1,9950572,9960787,-,454,833,753,1193,835,1412,576,676,574,703
ENSG00000265521,Ppard,miRNA,1,9967381,9967458,+,869,2037,1733,2799,1536,3517,1912,2271,1257,1777
ENSG00000241326,Def6,lncRNA,1,9983141,9984568,+,224,184,264,337,172,298,72,71,184,156
ENSG00000162444,Peg3,protein_coding,1,9997054,10016021,+,298,516,75,302,616,145,10,15,86,28
ENSG00000284735,Zim1,lncRNA,1,10381906,10387150,-,7,7,3,20,29,1,3,1,3,1
ENSG00000284642,Metrn,lncRNA,1,10395416,10397432,+,124,74,102,155,101,199,150,149,79,103
ENSG00000054523,Lmf1,protein_coding,1,10210533,10381606,+,625,655,749,1075,648,1864,387,454,502,562
ENSG00000264881,Narfl,miRNA,1,10227718,10227803,+,206,408,433,661,469,1034,496,585,358,438
ENSG00000199562,Angptl4,snRNA,1,10298966,10299072,+,322,298,226,257,214,758,87,83,185,275
ENSG00000264501,Dbf4,misc_RNA,1,10306465,10306757,+,691,669,846,1078,920,1444,1177,1241,729,784
ENSG00000142657,Daxx,protein_coding,1,10398592,10420511,+,652,1090,932,1456,996,2255,628,863,602,868
ENSG00000308257,Cd320,lncRNA,1,10901097,10905131,+,597,392,560,744,530,1284,505,482,424,607
ENSG00000175262,Ipo4,protein_coding,1,10946471,10982076,-,763,776,872,1069,734,1748,853,833,597,713
ENSG00000271989,Tm9sf1,lncRNA,1,10429881,10430677,-,501,1892,1510,2876,1887,3911,1326,1725,1192,1283
ENSG00000251503,Rec8,protein_coding,1,10430102,10452153,+,200,1089,570,1150,1374,1508,112,112,645,355
ENSG00000175279,Irf9,protein_coding,1,10430433,10442808,+,1100,1895,1613,2977,1983,2935,644,762,1674,1309
ENSG00000203469,Gmpr2,lncRNA,1,10458555,10459338,+,48,120,99,212,149,388,95,128,117,101
ENSG00000160049,Mdp1,protein_coding,1,10456522,10472549,-,829,726,870,996,901,1987,1010,1041,690,973
ENSG00000142655,Dhrs1,protein_coding,1,10472288,10630758,+,1555,1708,1681,2241,1537,3724,949,999,1373,1656
ENSG00000307253,Ncan,lncRNA,1,10589712,10605367,-,4,0,1,6,5,41,21,12,0,0
ENSG00000287727,Tmem161a,lncRNA,1,10612222,10616452,-,455,515,520,673,580,987,524,585,312,554
ENSG00000243267,Armc6,misc_RNA,1,10616836,10617115,+,263,238,223,373,300,504,356,425,227,220
ENSG00000241563,Borcs8,protein_coding,1,10450031,10451998,+,490,313,393,642,420,861,301,373,338,407
ENSG00000130940,Slc25a42,protein_coding,1,10636604,10796650,-,91,117,82,264,189,393,221,281,74,104
ENSG00000298629,Snx9,lncRNA,1,10728728,10731991,+,1464,2221,2219,3082,2341,4887,1540,1647,1602,1583
ENSG00000272078,Ranbp3,lncRNA,1,10639241,10654333,+,1238,1958,2029,3155,1974,4201,1884,2357,1624,1888
ENSG00000120948,Ndufa11,protein_coding,1,11012344,11030528,+,1551,573,1091,1014,678,1956,976,905,851,1126
ENSG00000009724,Bmp8b,protein_coding,1,11022009,11047241,-,55,177,94,155,166,122,100,126,50,105
ENSG00000116649,Nr2f6,protein_coding,1,11054584,11060053,-,677,1199,1148,1999,1506,1736,824,1176,1031,1043
ENSG00000230337,Use1,lncRNA,1,11060228,11102105,+,1703,950,1930,1987,1402,3597,1879,1836,1406,1911
ENSG00000171824,Ocel1,protein_coding,1,11066613,11099898,-,239,534,307,810,506,699,391,472,252,326
ENSG00000204624,Dyrk1b,protein_coding,1,11478905,11537583,+,297,663,440,746,640,1088,148,182,394,363
ENSG00000285833,Braf,lncRNA,1,11500803,11502016,-,388,712,566,1052,829,1247,451,541,395,360
ENSG00000198793,Ndufb2,protein_coding,1,11106531,11262556,-,255,122,155,217,197,321,169,168,131,175
ENSG00000225602,Hltf,lncRNA,1,11143898,11149537,+,687,882,595,1259,1033,1668,442,508,530,496
ENSG00000253086,Prpf6,snRNA,1,11152350,11152452,+,1869,2401,2147,3428,2635,4445,1488,1822,1836,1646
ENSG00000171819,Rgs19,protein_coding,1,11189355,11195981,+,553,474,521,905,611,1397,416,491,478,504
ENSG00000207451,Rgs20,snRNA,1,11226254,11226360,+,4,3,3,7,3,14,5,4,0,3
ENSG00000238173,Abhd3,processed_pseudogene,1,11232963,11233112,+,47,50,44,82,42,132,14,21,39,24
ENSG00000309051,Snrpd1,lncRNA,1,11262779,11265896,+,2649,891,1987,1798,1365,3503,2509,2321,1551,2091
ENSG00000120942,Tchp,protein_coding,1,11273198,11296049,+,212,358,275,485,416,549,298,349,193,235
ENSG00000238199,Tiam1,processed_pseudogene,1,11278616,11279351,-,466,910,674,1429,977,1782,658,946,646,519
ENSG00000224904,Tsc2,processed_pseudogene,1,11877770,11880406,+,975,1868,1395,2699,1859,3472,1038,1293,1003,1090
ENSG00000215910,Rpl3l,protein_coding,1,11761787,11789585,+,5,8,5,3,5,36,5,3,3,5
ENSG00000177553,Slc9a3r2,lncRNA,1,11777077,11779619,-,501,567,458,824,625,1310,317,342,416,543
ENSG00000177000,Puf60,protein_coding,1,11785723,11806455,-,3588,3660,3885,5470,3655,8979,3292,3864,3466,3862
ENSG00000011021,Golga2,protein_coding,1,11806096,11848079,+,1014,2026,1478,2748,2045,3061,1364,1872,1274,1218
ENSG00000175206,Uck1,protein_coding,1,11845709,11848345,-,454,709,660,1152,838,1709,634,814,579,673
ENSG00000275915,Scin,misc_RNA,1,11847442,11847549,+,145,296,167,438,135,147,86,89,119,355
ENSG00000276470,Ikzf4,misc_RNA,1,11843812,11843984,+,101,74,55,119,77,133,39,39,36,42
ENSG00000278852,Mien1,misc_RNA,1,11845549,11845697,+,868,233,442,439,323,857,259,236,361,499
ENSG00000284708,Pon1,lncRNA,1,11623558,11643416,+,1,0,0,0,1,1,1,0,0,0
ENSG00000116661,Axl,protein_coding,1,11637018,11655785,-,1206,2514,1716,4546,2929,5709,393,507,1846,1360
ENSG00000132879,Tgfb1,protein_coding,1,11650618,11663327,+,1522,1908,2280,3102,1982,4892,705,842,1933,1866
ENSG00000116670,Ccdc97,protein_coding,1,11657230,11692605,-,854,1677,1157,2279,1542,2955,943,1135,1057,1111
ENSG00000116663,Zfp40,protein_coding,1,11664189,11674354,+,61,87,59,132,145,143,56,79,56,56
ENSG00000162490,Akap8l,protein_coding,1,11690958,11725857,+,531,743,759,1152,992,1312,465,503,426,557
ENSG00000301523,Shh,lncRNA,1,11725613,11731906,-,574,166,589,625,310,1166,393,428,558,123
ENSG00000305789,Pdcd2l,lncRNA,1,11735691,11736690,-,434,267,476,591,370,1018,447,428,335,397
ENSG00000177674,Gtf2f1,protein_coding,1,11736084,11754802,+,1899,2177,2581,3119,2214,4281,2296,2702,1935,2421
ENSG00000083444,Clpp,protein_coding,1,11934205,11975542,+,1338,921,1428,1467,1025,2579,1567,1699,1019,1378
ENSG00000285646,Alkbh7,lncRNA,1,11907940,11925009,+,431,190,364,397,277,642,281,310,268,373
ENSG00000201801,Dennd1c,snRNA,1,11909808,11909927,-,680,683,646,1080,674,1268,286,314,470,555
ENSG00000116685,Med6,protein_coding,1,11919591,11926428,-,760,445,708,761,599,1351,717,719,580,715
ENSG00000199347,Prkd1,snRNA,1,11908152,11908272,+,201,193,263,338,284,785,285,346,187,206
ENSG00000116688,Lcp2,protein_coding,1,11980181,12015211,+,282,487,244,747,505,1429,65,84,308,289
ENSG00000301863,Cse1l,lncRNA,1,12165230,12167519,-,1399,1887,1467,2762,2053,3851,1835,2232,1540,1379
ENSG00000283789,Naa20,miRNA,1,12166943,12167038,+,1110,691,1124,1392,693,2187,1475,1478,960,1166
ENSG00000028137,Prkra,protein_coding,1,12166977,12209228,+,659,537,632,902,668,1602,526,558,645,663
ENSG00000296888,Fkbp7,lncRNA,1,12173929,12180309,+,208,128,160,234,155,525,81,65,148,159
ENSG00000263676,Plekha3,miRNA,1,12191713,12191773,+,653,835,798,1238,837,1809,549,665,668,720
ENSG00000116691,Ykt6,protein_coding,1,12019466,12032046,+,2086,3217,2960,4625,3379,6996,2980,3548,2732,2845
ENSG00000202461,Baz1b,misc_RNA,1,12024012,12024124,-,1946,3656,2376,6205,4446,6803,2611,3408,2335,1955
ENSG00000276869,Pex6,miRNA,1,12029158,12029222,+,921,1588,1065,2270,1502,3241,767,1019,906,1216
ENSG00000179172,Mrpl2,protein_coding,1,12847377,12848720,-,1559,882,1489,1583,1087,2612,2030,2098,1131,1580
ENSG00000277058,Mea1,protein_coding,1,13060769,13062878,+,2066,978,2001,2065,1363,3717,1385,1366,1358,2003
ENSG00000275774,Gnmt,protein_coding,1,13115488,13116854,-,27,16,32,34,31,38,23,28,16,13
ENSG00000162496,Grin2d,protein_coding,1,12567909,12620133,-,91,91,55,132,92,182,78,103,55,53
ENSG00000221340,Kdelr1,snRNA,1,12569972,12570072,-,2766,3107,3042,3662,2782,6653,2182,2204,2741,2766
ENSG00000276830,Tmem143,miRNA,1,12578957,12579023,-,212,243,212,431,299,702,232,257,228,205
ENSG00000305650,Pdxk-ps,lncRNA,1,12607487,12616550,+,3,4,5,11,1,20,13,13,6,5
ENSG00000288927,Ggct,lncRNA,1,12618019,12620380,+,143,104,101,225,125,239,156,135,146,164
ENSG00000307992,Jag2,lncRNA,1,13432723,13433216,-,328,838,724,1119,1326,1815,513,606,391,570
ENSG00000280267,Btbd6,protein_coding,1,13148905,13158116,-,271,434,352,598,359,980,461,558,319,316
ENSG00000204505,Nudt14,protein_coding,1,13171848,13179459,+,1178,571,1064,1190,949,2020,990,928,867,1028
ENSG00000279169,Epdr1,protein_coding,1,13196188,13201409,-,50,86,63,145,112,352,21,18,62,74
ENSG00000279804,Flii,protein_coding,1,13222695,13226154,-,1971,4155,3251,5318,3424,7843,2953,3731,2395,2788
ENSG00000179412,Top3a,protein_coding,1,13163914,13165631,-,174,324,288,593,352,728,312,440,271,235
ENSG00000048707,Atg4d,protein_coding,1,12230030,12512047,+,420,862,1079,1439,857,2002,910,1089,724,941
ENSG00000295309,Qtrt1,lncRNA,1,12357054,12368922,-,428,791,959,1226,922,2062,1130,1391,700,841
ENSG00000229484,Plin4,lncRNA,1,12525549,12540875,+,19,24,18,33,22,41,1,6,9,18
ENSG00000239149,Hdgfl2,snoRNA,1,12507246,12507397,+,911,1631,1394,2277,1604,2273,1097,1342,1045,1223
ENSG00000116731,Chaf1a,protein_coding,1,13700188,13825079,+,134,746,379,1331,711,1212,872,1216,375,441
